"Ident_8","Kmp_Rsys",Rijstrook,"X_coord_EPSG_31370","Y_coord_EPSG_31370","beschrijvende_id","breedtegraad_EPSG_4326","lengtegraad_EPSG_4326","lve_nr","unieke_id","volledige_naam"
R0040651,"0.139",R10,"111080.0275","193296.1111",H208L10,"51.04852177","3.813728829","399.0",3374,"Knooppunt Destelbergen E17 kant Kortrijk"
A0120002,"38.4",R11,"152852.3821","217489.5769",H191L20,"51.26728422","4.409625602","259.0",2042,"Complex nr 16 Ekeren"
A0145041,"1.005",R10,"111080.7015","193366.4569",H205L10,"51.04915413","3.813730951","399.0",3373,"Knooppunt Destelbergen E17 kant Kortrijk"
A0120002,"38.4",R10,"152852.3821","217489.5769",H191L10,"51.26728422","4.409625602","259.0",2041,"Complex nr 16 Ekeren"
A0140002,"56.945",R12,"111087.1711","193352.3617",H291L30,"51.04902787","3.81382471","399.0",3372,"Knooppunt Destelbergen E17 kant Kortrijk"
A0120001,"38.418",R11,"152868.2253","217508.5971",H192L20,"51.26745509","4.409852749","259.0",2040,"Complex nr 16 Ekeren"
A0140002,"56.945",R11,"111087.1711","193352.3617",H291L20,"51.04902787","3.81382471","399.0",3371,"Knooppunt Destelbergen E17 kant Kortrijk"
A0140002,"56.945",R10,"111087.1711","193352.3617",H291L10,"51.04902787","3.81382471","399.0",3370,"Knooppunt Destelbergen E17 kant Kortrijk"
R0002421,"0.15",R10,"151309.3481","178083.7015",H107L10,"50.91307794","4.387371073","24.0",760,"complex Vilvoorde"
R0002411,"0.202",R10,"151820.5279","178011.9249",S108L10,"50.9124313","4.394639387","24.0",761,"complex Vilvoorde"
R0002461,"0.263",R10,"151818.0321","177937.3895",S105L10,"50.91176128","4.39460352","24.0",762,"complex Vilvoorde"
A0120001,"38.418",R10,"152868.2253","217508.5971",H192L10,"51.26745509","4.409852749","259.0",2039,"Complex nr 16 Ekeren"
A0123051,"0.541",R10,"146047.3663","228702.0011",S106L10,"51.3680559","4.312005164","149.0",763,"complex Zandvliet (11) (Scheldelaan- dee"
A0014711,"0.656",R10,"156049.1033","217576.6815",S261L10,"51.26804219","4.455428181","187.0",2038,"Complex nr 5 Kleine Bareel West"
A0140001,"56.943",R12,"111093.0273","193330.3753",H292L30,"51.04883063","3.813910562","399.0",3369,"Knooppunt Destelbergen E17 kant Kortrijk"
A0123061,"0.43",R10,"145931.9797","228668.5641",S105L10,"51.36775458","4.310348748","149.0",764,"complex Zandvliet (11) (Scheldelaan- dee"
A0010561,"0.4",R10,"156048.2605","217585.0053",S206L10,"51.26811702","4.455416246","187.0",2037,"Complex nr 5 Kleine Bareel West"
A0140001,"56.943",R11,"111093.0273","193330.3753",H292L20,"51.04883063","3.813910562","399.0",3368,"Knooppunt Destelbergen E17 kant Kortrijk"
R0010001,"13.517",TR10,"150401.4063","210326.4247",H103L10,"51.2029065","4.374500284","15.0",765,"Kennedytunnel rechteroever"
A0010521,"0.093",R10,"156302.2009","217613.1265",H107L10,"51.26836704","4.459055143","187.0",2036,"Complex nr 5 Kleine Bareel West"
A0140001,"56.943",R10,"111093.0273","193330.3753",H292L10,"51.04883063","3.813910562","399.0",3367,"Knooppunt Destelbergen E17 kant Kortrijk"
R0010001,"13.517",TR11,"150401.4063","210326.4247",H103L20,"51.2029065","4.374500284","15.0",766,"Kennedytunnel rechteroever"
A0010571,"0.36",R10,"156397.8353","217528.9171",H106L10,"51.26760909","4.460423878","187.0",2035,"Complex nr 5 Kleine Bareel West"
R0040621,"0.049",R10,"111495.0135","193586.2599",S207L10,"51.05115753","3.81961604","400.0",3366,"Knooppunt Destelbergen R4 kant Zelzate"
R0010001,"13.517",TR12,"150401.4063","210326.4247",H103L30,"51.2029065","4.374500284","15.0",767,"Kennedytunnel rechteroever"
R0010002,"13.518",TR10,"150383.1781","210315.1125",H104L10,"51.20280484","4.374239466","15.0",768,"Kennedytunnel rechteroever"
R0010002,"13.518",TR11,"150383.1781","210315.1125",H104L20,"51.20280484","4.374239466","15.0",769,"Kennedytunnel rechteroever"
R0040641,"0.039",R10,"111707.0301","193066.8601",S207L10,"51.04650284","3.822694013","399.0",3387,"Knooppunt Destelbergen E17 kant Kortrijk"
N0499012,"4.221",R10,"153052.5469","212983.7075",H122L00,"51.2267831","4.41245489","191.0",2055,Waaslandtunnel
R0040651,"0.723",R10,"111663.5247","193051.0237",S206L10,"51.04635761","3.822075306","399.0",3386,"Knooppunt Destelbergen E17 kant Kortrijk"
A0122221,"0.282",R11,"152546.1573","217932.0471",S207L20,"51.27126269","4.405241328","259.0",2054,"Complex nr 16 Ekeren"
R0040002,"21.979",R11,"111699.5503","193065.7633",S291L20,"51.04649248","3.822587469","399.0",3385,"Knooppunt Destelbergen E17 kant Kortrijk"
A0122221,"0.282",R10,"152546.1573","217932.0471",S207L10,"51.27126269","4.405241328","259.0",2053,"Complex nr 16 Ekeren"
R0040002,"21.979",R10,"111699.5503","193065.7633",S291L10,"51.04649248","3.822587469","399.0",3384,"Knooppunt Destelbergen E17 kant Kortrijk"
A0122241,"0.419",R10,"152502.2593","217456.1987",S271L10,"51.26698586","4.40460897","259.0",2052,"Complex nr 16 Ekeren"
R0040001,"21.984",R11,"111678.1195","193058.2839",S292L20,"51.04642384","3.82228266","399.0",3383,"Knooppunt Destelbergen E17 kant Kortrijk"
A0122211,"0.789",R10,"152509.2783","217454.5423",S282L10,"51.26697094","4.404709522","259.0",2051,"Complex nr 16 Ekeren"
R0040001,"21.984",R10,"111678.1195","193058.2839",S292L10,"51.04642384","3.82228266","399.0",3382,"Knooppunt Destelbergen E17 kant Kortrijk"
A0122231,"0.13",R10,"152542.9715","217485.7029",S281L10,"51.26725087","4.405192483","259.0",2050,"Complex nr 16 Ekeren"
R0040681,"0.158",R10,"111573.6359","193242.8715",S281L10,"51.04807613","3.82077337","399.0",3380,"Knooppunt Destelbergen E17 kant Kortrijk"
R0010002,"13.518",TR12,"150383.1781","210315.1125",H104L30,"51.20280484","4.374239466","15.0",770,"Kennedytunnel rechteroever"
R0020002,"84.302",TR10,"144606.6927","219901.8669",H203L10,"51.28894882","4.291449527","20.0",772,Liefkenshoektunnel
R0020002,"84.302",TR11,"144606.6927","219901.8669",H203L20,"51.28894882","4.291449527","20.0",773,Liefkenshoektunnel
R0020001,"84.299",TR10,"144618.2409","219893.5851",H204L10,"51.28887449","4.291615183","20.0",774,Liefkenshoektunnel
A0122221,"0.742",R10,"152548.0937","217482.5367",S272L10,"51.26722239","4.405265849","259.0",2049,"Complex nr 16 Ekeren"
R0020001,"84.299",TR11,"144618.2409","219893.5851",H204L20,"51.28887449","4.291615183","20.0",775,Liefkenshoektunnel
A0122251,"0.639",R10,"152594.8073","217507.1935",S261L10,"51.2674438","4.405935318","259.0",2048,"Complex nr 16 Ekeren"
R0020001,"80.456",TR10,"142968.6637","216572.3813",H104L10,"51.25900524","4.268034013","21.0",776,Beverentunnel
A0122271,"0.077",R10,"152634.4079","217501.1325",S206L10,"51.26738913","4.406502655","259.0",2047,"Complex nr 16 Ekeren"
R0040611,"0.825",R10,"111563.5917","193268.2155",S282L10,"51.04830328","3.820627475","399.0",3378,"Knooppunt Destelbergen E17 kant Kortrijk"
R0020001,"80.456",TR11,"142968.6637","216572.3813",H104L20,"51.25900524","4.268034013","21.0",777,Beverentunnel
A0122261,"0.422",R10,"152648.9897","217485.3841",S251L10,"51.26724752","4.406711459","259.0",2046,"Complex nr 16 Ekeren"
R0020002,"80.456",TR10,"142955.2341","216577.9653",H103L10,"51.25905527","4.267841526","21.0",778,Beverentunnel
R0020002,"80.456",TR11,"142955.2341","216577.9653",H103L20,"51.25905527","4.267841526","21.0",779,Beverentunnel
A0140002,"57.671",R12,"111789.4629","193536.5071",H191L30,"51.0507298","3.82382038","397.0",3390,"Knooppunt Destelbergen E17 kant Antwerpe"
A0100001,"40.137",R12,"108192.6699","187762.3769",H192L30,"50.9985795","3.77318704","287.0",2067,"Knooppunt E40-R4 Merelbeke"
A0010001,"32.772",R07,"153192.7537","206931.1913",H192L10,"51.17237952","4.414407906","419.0",3398,"Craeybeckx RSS Fronton Bru-Ant"
A0100001,"40.137",R11,"108192.6699","187762.3769",H192L20,"50.9985795","3.77318704","287.0",2066,"Knooppunt E40-R4 Merelbeke"
A1120821,"0.034",R11,"151529.1941","208035.4073",H107L20,"51.18231174","4.390626452","385.0",3397,"Complex nr 13 Valaar deel II"
A0100001,"40.137",R10,"108192.6699","187762.3769",H192L10,"50.9985795","3.77318704","287.0",2065,"Knooppunt E40-R4 Merelbeke"
A1120821,"0.034",R10,"151529.1941","208035.4073",H107L10,"51.18231174","4.390626452","385.0",3396,"Complex nr 13 Valaar deel II"
A0100002,"40.135",R12,"108186.6601","187746.3137",H191L30,"50.99843467","3.773103265","287.0",2064,"Knooppunt E40-R4 Merelbeke"
R0040661,"0.064",R10,"111964.6379","193619.1503",H171L10,"51.05148417","3.826309927","397.0",3395,"Knooppunt Destelbergen E17 kant Antwerpe"
A0100002,"40.135",R11,"108186.6601","187746.3137",H191L20,"50.99843467","3.773103265","287.0",2063,"Knooppunt E40-R4 Merelbeke"
A0145041,"0.376",R10,"111782.2813","193551.0323",H107L10,"51.05085989","3.823716446","397.0",3394,"Knooppunt Destelbergen E17 kant Antwerpe"
A1124751,"0.132",R09,"150714.5483","209682.0011",S106L10,"51.19711379","4.378979292","81.0",2062,"knooppunt Antwerpen-Centrum +  Het Zuid"
A0140001,"57.669",R12,"111795.4215","193514.1047",H192L30,"51.05052882","3.823907696","397.0",3393,"Knooppunt Destelbergen E17 kant Antwerpe"
A0100002,"40.135",R10,"108186.6601","187746.3137",H191L10,"50.99843467","3.773103265","287.0",2061,"Knooppunt E40-R4 Merelbeke"
A0140001,"57.669",R11,"111795.4215","193514.1047",H192L20,"51.05052882","3.823907696","397.0",3392,"Knooppunt Destelbergen E17 kant Antwerpe"
R0020001,"88.009",TR09,"147151.8511","222352.6133",H102L10,"51.31099436","4.327913337","19.0",780,"complex Kanaaldok B1-B2 (13) Thijsmanstu"
N0499011,"4.217",TR10,"153051.5107","212983.2463",H121L20,"51.22677896","4.412440053","191.0",2060,Waaslandtunnel
A0140001,"57.669",R10,"111795.4215","193514.1047",H192L10,"51.05052882","3.823907696","397.0",3391,"Knooppunt Destelbergen E17 kant Antwerpe"
R0020001,"88.009",TR10,"147151.8511","222352.6133",H102L20,"51.31099436","4.327913337","19.0",781,"complex Kanaaldok B1-B2 (13) Thijsmanstu"
R0020001,"88.009",TR11,"147151.8511","222352.6133",H102L30,"51.31099436","4.327913337","19.0",782,"complex Kanaaldok B1-B2 (13) Thijsmanstu"
R0020002,"88.008",TR10,"147142.3313","222362.6597",H101L10,"51.31108461","4.327776736","19.0",783,"complex Kanaaldok B1-B2 (13) Thijsmanstu"
R0020002,"88.008",TR11,"147142.3313","222362.6597",H101L20,"51.31108461","4.327776736","19.0",784,"complex Kanaaldok B1-B2 (13) Thijsmanstu"
R0010002,"14.27",TR10,"149965.5041","210938.6779",H304L10,"51.20840988","4.36826352","104.0",785,"Kennedytunnel (linkeroever)"
R0010002,"14.27",TR11,"149965.5041","210938.6779",H304L20,"51.20840988","4.36826352","104.0",786,"Kennedytunnel (linkeroever)"
R0010002,"14.27",TR12,"149965.5041","210938.6779",H304L30,"51.20840988","4.36826352","104.0",787,"Kennedytunnel (linkeroever)"
N0499012,"4.221",TR10,"153052.5469","212983.7075",H121L00,"51.2267831","4.41245489","191.0",2058,Waaslandtunnel
A0140002,"57.671",R11,"111789.4629","193536.5071",H191L20,"51.0507298","3.82382038","397.0",3389,"Knooppunt Destelbergen E17 kant Antwerpe"
R0010001,"14.274",TR10,"149985.2231","210949.3991",H303L10,"51.20850625","4.368545689","104.0",788,"Kennedytunnel (linkeroever)"
N0499011,"4.217",R10,"153051.5107","212983.2463",H122L20,"51.22677896","4.412440053","191.0",2057,Waaslandtunnel
A0140002,"57.671",R10,"111789.4629","193536.5071",H191L10,"51.0507298","3.82382038","397.0",3388,"Knooppunt Destelbergen E17 kant Antwerpe"
R0010001,"14.274",TR11,"149985.2231","210949.3991",H303L20,"51.20850625","4.368545689","104.0",789,"Kennedytunnel (linkeroever)"
R0040981,"0.02",R10,"108217.5201","187769.2239",H108L10,"50.99864283","3.773540249","287.0",2070,"Knooppunt E40-R4 Merelbeke"
A0010211,"0.089",R10,"171624.0669","231578.8263",S108L10,"51.3935171","4.679422256","255.0",2078,"Complex nr 2 Loenhout"
A0010251,"0.594",R10,"171777.5541","231749.2599",H206L10,"51.39504309","4.681637646","255.0",2077,"Complex nr 2 Loenhout"
A0010221,"0.359",R10,"171791.4103","231859.1679",H207L10,"51.39603038","4.681843388","255.0",2076,"Complex nr 2 Loenhout"
A0010001,"58.701",R11,"171758.4941","231758.9479",H292L20,"51.39513089","4.681364402","255.0",2075,"Complex nr 2 Loenhout"
A0010001,"58.701",R10,"171758.4941","231758.9479",H292L10,"51.39513089","4.681364402","255.0",2074,"Complex nr 2 Loenhout"
A0010002,"58.701",R11,"171740.8115","231773.0403",H291L20,"51.39525821","4.681111211","255.0",2073,"Complex nr 2 Loenhout"
R0010001,"14.274",TR12,"149985.2231","210949.3991",H303L30,"51.20850625","4.368545689","104.0",790,"Kennedytunnel (linkeroever)"
A0010002,"58.701",R10,"171740.8115","231773.0403",H291L10,"51.39525821","4.681111211","255.0",2072,"Complex nr 2 Loenhout"
A0130002,"96.276",R10,"232151.5607","165191.6603",H291L10,"50.79138543","5.533925869","9.0",791,"complex Tongeren"
R0040931,"0.408",R10,"107985.7833","187970.2253",S206L10,"51.00043287","3.77021612","287.0",2071,"Knooppunt E40-R4 Merelbeke"
A0130002,"96.276",R11,"232151.5607","165191.6603",H291L20,"50.79138543","5.533925869","9.0",792,"complex Tongeren"
A0130001,"96.28",R10,"232136.2419","165173.6641",H292L10,"50.79122583","5.533704628","9.0",793,"complex Tongeren"
A0130001,"96.28",R11,"232136.2419","165173.6641",H292L20,"50.79122583","5.533704628","9.0",794,"complex Tongeren"
A0132261,"0.146",R10,"232187.5601","165209.5761",H205L10,"50.79154139","5.534440364","9.0",796,"complex Tongeren"
A0132211,"0.131",R10,"232051.9501","165196.9547",H208L10,"50.79144707","5.532514478","9.0",797,"complex Tongeren"
A0132221,"0.083",R10,"232312.4167","165071.2461",S207L10,"50.79028036","5.536180086","9.0",798,"complex Tongeren"
R0040911,"1.475",R10,"108221.8459","187690.5801",H105L10,"50.99793623","3.773610839","287.0",2069,"Knooppunt E40-R4 Merelbeke"
R0040961,"0.039",R10,"108174.6773","187719.6301",H107L10,"50.99819396","3.772935619","287.0",2068,"Knooppunt E40-R4 Merelbeke"
A0132251,"0.243",R10,"232192.3995","165065.6335",S206L10,"50.79024687","5.534476923","9.0",799,"complex Tongeren"
A0010001,"32.772",R08,"153192.7537","206931.1913",H192L20,"51.17237952","4.414407906","419.0",3399,"Craeybeckx RSS Fronton Bru-Ant"
A0120001,"1.606",R11,"148388.4311","177185.1763",H192L20,"50.90500026","4.345841162","257.0",2081,"Complex Strombeek-Bever"
A0120001,"1.606",R10,"148388.4311","177185.1763",H192L10,"50.90500026","4.345841162","257.0",2080,"Complex Strombeek-Bever"
A0120321,"0.156",R10,"148296.2865","177293.3765",S207L10,"50.90597265","4.344530657","257.0",2089,"Complex Strombeek-Bever"
A0120361,"0.036",R10,"148332.4145","177153.3267",H105L10,"50.9047138","4.345044917","257.0",2088,"Complex Strombeek-Bever"
A0120351,"0.041",R10,"148394.5151","177208.7797",H106L10,"50.90521245","4.345927558","257.0",2087,"Complex Strombeek-Bever"
A0120311,"0.009",R10,"148399.5131","177169.0793",H108L10,"50.90485558","4.345998783","257.0",2086,"Complex Strombeek-Bever"
A0120002,"1.598",R12,"148345.4569","177162.6311",H191L30,"50.90479747","4.345230298","257.0",2085,"Complex Strombeek-Bever"
A0120002,"1.598",R11,"148345.4569","177162.6311",H191L20,"50.90479747","4.345230298","257.0",2084,"Complex Strombeek-Bever"
A0120002,"1.598",R10,"148345.4569","177162.6311",H191L10,"50.90479747","4.345230298","257.0",2083,"Complex Strombeek-Bever"
A0120001,"1.606",R12,"148388.4311","177185.1763",H192L30,"50.90500026","4.345841162","257.0",2082,"Complex Strombeek-Bever"
A0010261,"0.568",R10,"171557.7311","231574.6945",S105L10,"51.39348246","4.678469005","255.0",2079,"Complex nr 2 Loenhout"
A0120002,"33.49",R08,"151425.5201","207648.7327",H291L20,"51.17883638","4.389142195","258.0",2092,"Complex Wilrijk-Valaar"
A0121681,"0.1",R10,"151420.7281","207649.5953",H291L10,"51.17884415","4.389073671","258.0",2091,"Complex Wilrijk-Valaar"
A0120321,"0.156",R11,"148296.2865","177293.3765",S207L20,"50.90597265","4.344530657","257.0",2090,"Complex Strombeek-Bever"
N1770001,"3.114",R10,"151411.2497","207651.0229",H221L10,"51.178857","4.388938132","258.0",2099,"Complex Wilrijk-Valaar"
A0120001,"33.52",R11,"151448.7123","207669.0401",H292L40,"51.17901886","4.389473936","258.0",2098,"Complex Wilrijk-Valaar"
A0120001,"33.52",R10,"151448.7123","207669.0401",H292L30,"51.17901886","4.389473936","258.0",2097,"Complex Wilrijk-Valaar"
A0120001,"33.52",R09,"151448.7123","207669.0401",H292L20,"51.17901886","4.389473936","258.0",2096,"Complex Wilrijk-Valaar"
A0121671,"0.327",R10,"151453.4455","207673.3753",H292L10,"51.17905781","4.389541641","258.0",2095,"Complex Wilrijk-Valaar"
A0120002,"33.49",R10,"151425.5201","207648.7327",H291L40,"51.17883638","4.389142195","258.0",2094,"Complex Wilrijk-Valaar"
A0120002,"33.49",R09,"151425.5201","207648.7327",H291L30,"51.17883638","4.389142195","258.0",2093,"Complex Wilrijk-Valaar"
A0132011,"0.13",R11,"223645.4739","176361.4805",H108L20,"50.89292527","5.415533664","350.0",2909,"Complex nr 30 Diepenbeek"
A0131461,"0.502",R10,"203706.5255","196971.0427",S205L10,"51.08036387","5.135175784","301.0",2900,"Complex nr 25a Tessenderlo"
A0132011,"0.13",R10,"223645.4739","176361.4805",H108L10,"50.89292527","5.415533664","350.0",2908,"Complex nr 30 Diepenbeek"
A0132061,"0.185",R10,"223666.4833","176445.7689",H105L10,"50.89368024","5.415849153","350.0",2907,"Complex nr 30 Diepenbeek"
A0130001,"80.994",R11,"223654.0583","176388.1601",H192L20,"50.893164","5.415661015","350.0",2906,"Complex nr 30 Diepenbeek"
A0130001,"80.994",R10,"223654.0583","176388.1601",H192L10,"50.893164","5.415661015","350.0",2905,"Complex nr 30 Diepenbeek"
A0130002,"80.993",R11,"223659.9317","176410.2453",H191L20,"50.89336177","5.415748916","350.0",2904,"Complex nr 30 Diepenbeek"
A0130002,"80.993",R10,"223659.9317","176410.2453",H191L10,"50.89336177","5.415748916","350.0",2903,"Complex nr 30 Diepenbeek"
A0131421,"0.061",R10,"204064.1479","196540.7137",S207L10,"51.07646259","5.14021502","301.0",2902,"Complex nr 25a Tessenderlo"
A0135001,"0.982",R10,"203692.1431","196955.9139",S251L10,"51.08022922","5.134968324","301.0",2901,"Complex nr 25a Tessenderlo"
A0132051,"0.28",R10,"224087.4781","176255.5155",S206L10,"50.89191659","5.421794004","350.0",2911,"Complex nr 30 Diepenbeek"
A0132021,"0.099",R10,"224106.3479","176304.8153",S307L10,"50.89235731","5.42207212","350.0",2910,"Complex nr 30 Diepenbeek"
A0020161,"0.293",R10,"242988.3083","183380.1213",S105L10,"50.95323342","5.692195235","354.0",2919,"Complex nr 33 Maasmechelen"
A0020111,"0.564",R10,"242996.6517","183443.8773",S108L10,"50.95380511","5.692330138","354.0",2918,"Complex nr 33 Maasmechelen"
A0020121,"0.107",R10,"242766.6561","183400.3481",H207L10,"50.9534507","5.689046392","354.0",2917,"Complex nr 33 Maasmechelen"
A0020151,"0.43",R10,"242772.2279","183466.6459",H206L10,"50.95404568","5.689142462","354.0",2916,"Complex nr 33 Maasmechelen"
A0020002,"4.714",R11,"242770.4153","183421.6627",H291L20,"50.95364167","5.68910528","354.0",2915,"Complex nr 33 Maasmechelen"
A0020002,"4.714",R10,"242770.4153","183421.6627",H291L10,"50.95364167","5.68910528","354.0",2914,"Complex nr 33 Maasmechelen"
A0020001,"4.781",R11,"242772.3603","183444.2355",H292L20,"50.95384424","5.689138672","354.0",2913,"Complex nr 33 Maasmechelen"
A0020001,"4.781",R10,"242772.3603","183444.2355",H292L10,"50.95384424","5.689138672","354.0",2912,"Complex nr 33 Maasmechelen"
A0030002,"54.752",R11,"200161.5451","156076.4283",H191L20,"50.71308238","5.079002916","357.0",2922,"Complex nr 28 Walshoutem"
A0030002,"54.752",R10,"200161.5451","156076.4283",H191L10,"50.71308238","5.079002916","357.0",2921,"Complex nr 28 Walshoutem"
A0020181,"0.21",R10,"243249.8095","183351.3023",S151L10,"50.95293243","5.695908884","354.0",2920,"Complex nr 33 Maasmechelen"
A0031611,"0.014",R10,"200141.9127","156047.7107",H108L10,"50.71282592","5.07872106","357.0",2929,"Complex nr 28 Walshoutem"
A0031661,"0.185",R11,"200158.3603","156103.7385",H105L20,"50.71332816","5.078961527","357.0",2928,"Complex nr 28 Walshoutem"
A0031661,"0.185",R10,"200158.3603","156103.7385",H105L10,"50.71332816","5.078961527","357.0",2927,"Complex nr 28 Walshoutem"
A0030001,"54.749",R12,"200156.9491","156059.2781",H192L30,"50.71292861","5.078935519","357.0",2926,"Complex nr 28 Walshoutem"
A0030001,"54.749",R11,"200156.9491","156059.2781",H192L20,"50.71292861","5.078935519","357.0",2925,"Complex nr 28 Walshoutem"
A0030001,"54.749",R10,"200156.9491","156059.2781",H192L10,"50.71292861","5.078935519","357.0",2924,"Complex nr 28 Walshoutem"
A0030002,"54.752",R12,"200161.5451","156076.4283",H191L30,"50.71308238","5.079002916","357.0",2923,"Complex nr 28 Walshoutem"
A0140001,"23.166",R12,"85167.3675","174069.8193",H292L30,"50.87338732","3.447625274","30.0",1602,"Complex nr 5 Waregem"
A0030001,"13.964",R10,"164944.8147","172849.1473",H292L20,"50.86583074","4.581045411","215.0",2933,"Snede Bertem TA"
A0140001,"23.166",R11,"85167.3675","174069.8193",H292L20,"50.87338732","3.447625274","30.0",1601,"Complex nr 5 Waregem"
A0030001,"13.964",S09,"164944.8147","172849.1473",H292L10,"50.86583074","4.581045411","215.0",2932,"Snede Bertem TA"
A0140001,"23.166",R10,"85167.3675","174069.8193",H292L10,"50.87338732","3.447625274","30.0",1600,"Complex nr 5 Waregem"
A0031651,"0.188",R10,"200536.4567","155938.8755",S306L10,"50.71181347","5.084292291","357.0",2931,"Complex nr 28 Walshoutem"
A0031621,"0.022",R10,"200538.9193","155992.3553",S307L10,"50.71229401","5.084334461","357.0",2930,"Complex nr 28 Walshoutem"
A0010002,"45.343",R11,"162846.8293","221945.4769",H291L20,"51.3071975","4.552980032","150.0",1609,"Kontichsesteenweg 25  B - 2630 Aartselaa"
A0010002,"45.343",R10,"162846.8293","221945.4769",H291L10,"51.3071975","4.552980032","150.0",1608,"Kontichsesteenweg 25  B - 2630 Aartselaa"
A0030002,"14.057",R13,"165037.6537","172840.6821",H291L40,"50.86575224","4.582363847","215.0",2939,"Snede Bertem TA"
A0140811,"0.139",R11,"84543.7245","173639.5171",S208L20,"50.86944961","3.438842126","30.0",1607,"Complex nr 5 Waregem"
A0030002,"14.057",R12,"165037.6537","172840.6821",H291L30,"50.86575224","4.582363847","215.0",2938,"Snede Bertem TA"
A0140811,"0.139",R10,"84543.7245","173639.5171",S208L10,"50.86944961","3.438842126","30.0",1606,"Complex nr 5 Waregem"
A0030002,"14.057",R11,"165037.6537","172840.6821",H291L20,"50.86575224","4.582363847","215.0",2937,"Snede Bertem TA"
A0140861,"0.432",R10,"84455.7751","173648.9387",S205L10,"50.8695244","3.437591119","30.0",1605,"Complex nr 5 Waregem"
A0030002,"14.057",R10,"165037.6537","172840.6821",H291L10,"50.86575224","4.582363847","215.0",2936,"Snede Bertem TA"
A0140851,"0.446",R10,"85172.2685","174063.4391",H206L10,"50.87333052","3.447696023","30.0",1604,"Complex nr 5 Waregem"
A0030001,"13.964",R12,"164944.8147","172849.1473",H292L40,"50.86583074","4.581045411","215.0",2935,"Snede Bertem TA"
A0140821,"0.0",R10,"85223.9401","174146.2161",H207L10,"50.87408034","3.44841552","30.0",1603,"Complex nr 5 Waregem"
A0030001,"13.964",R11,"164944.8147","172849.1473",H292L30,"50.86583074","4.581045411","215.0",2934,"Snede Bertem TA"
A0010461,"0.488",R10,"162761.1759","221904.9291",H205L10,"51.30683497","4.551750342","150.0",1613,"Kontichsesteenweg 25  B - 2630 Aartselaa"
R0000001,"19.993",R10,"155997.3797","163712.4787",H191L10,"50.78385794","4.453796233","275.0",2944,"Complex Hoeilaart deel 1"
A0010461,"0.488",B09,"162761.1759","221904.9291",H205L00,"51.30683497","4.551750342","150.0",1612,"Kontichsesteenweg 25  B - 2630 Aartselaa"
A0131251,"0.176",R10,"203008.9667","197582.5341",H406L10,"51.08592455","5.125310936","260.0",2943,"Complex nr 25 Ham Richting Luik"
A0010001,"45.396",R11,"162904.9343","221954.3853",H292L20,"51.30727627","4.553813564","150.0",1611,"Kontichsesteenweg 25  B - 2630 Aartselaa"
A0131211,"0.048",R10,"202907.2107","197672.0351",H408L10,"51.08673833","5.123871754","260.0",2942,"Complex nr 25 Ham Richting Luik"
A0010001,"45.396",R10,"162904.9343","221954.3853",H292L10,"51.30727627","4.553813564","150.0",1610,"Kontichsesteenweg 25  B - 2630 Aartselaa"
A0130001,"50.222",R11,"203018.9189","197612.6415",H492L20,"51.08619425","5.125457348","260.0",2941,"Complex nr 25 Ham Richting Luik"
A0130001,"50.222",R10,"203018.9189","197612.6415",H492L10,"51.08619425","5.125457348","260.0",2940,"Complex nr 25 Ham Richting Luik"
A0210002,"13.221",R11,"167579.0165","211211.7151",H291L20,"51.21059495","4.62031551","190.0",1619,"Complex nr19 Oelegem"
A0210002,"13.221",R10,"167579.0165","211211.7151",H291L10,"51.21059495","4.62031551","190.0",1618,"Complex nr19 Oelegem"
A0040002,"9.012",B09,"159426.3231","162331.4015",H191L00,"50.77139685","4.502384464","276.0",2949,"Oprit Frans Verbeekstraat Overijse"
A0010421,"0.077",R10,"163298.5573","222279.7319",S107L10,"51.31019151","4.559470065","150.0",1617,"Kontichsesteenweg 25  B - 2630 Aartselaa"
R0001411,"0.504",R10,"156005.1457","163709.8085",H105L10,"50.78383385","4.453906315","275.0",2948,"Complex Hoeilaart deel 1"
A0010451,"0.281",R10,"163444.8707","222324.4903",S106L10,"51.3105904","4.561569973","150.0",1616,"Kontichsesteenweg 25  B - 2630 Aartselaa"
R0000002,"20.004",R11,"155988.1043","163716.1143",H192L20,"50.78389072","4.453664764","275.0",2947,"Complex Hoeilaart deel 1"
A0010411,"0.033",R11,"162913.2233","221940.6863",H208L20,"51.30715296","4.553931935","150.0",1615,"Kontichsesteenweg 25  B - 2630 Aartselaa"
R0000002,"20.004",R10,"155988.1043","163716.1143",H192L10,"50.78389072","4.453664764","275.0",2946,"Complex Hoeilaart deel 1"
A0010411,"0.033",R10,"162913.2233","221940.6863",H208L10,"51.30715296","4.553931935","150.0",1614,"Kontichsesteenweg 25  B - 2630 Aartselaa"
R0000001,"19.993",R11,"155997.3797","163712.4787",H191L20,"50.78385794","4.453796233","275.0",2945,"Complex Hoeilaart deel 1"
A0210002,"13.221",B09,"167579.0165","211211.7151",H291L00,"51.21059495","4.62031551","190.0",1624,"Complex nr19 Oelegem"
A0040001,"8.983",R12,"159404.1921","162327.3409",H192L30,"50.7713607","4.502070617","276.0",2955,"Oprit Frans Verbeekstraat Overijse"
A0210811,"0.096",R10,"167592.3553","211168.8027",H208L10,"51.21020884","4.620504302","190.0",1623,"Complex nr19 Oelegem"
